Epoch: [209/500] step: [39/2] time: 8.235s, g_loss:0.099, d_loss: 1.384
Epoch 214: StepDecay set learning rate to <tf.Variable 'Variable:0' shape=() dtype=float32, numpy=0.05>.
Epoch: [214/500] step: [0/2] time: 8.220s, g_loss:0.105, d_loss: 1.385
Epoch: [214/500] step: [1/2] time: 8.204s, g_loss:0.097, d_loss: 1.389
Epoch: [214/500] step: [2/2] time: 8.238s, g_loss:0.105, d_loss: 1.382
Epoch: [214/500] step: [3/2] time: 8.199s, g_loss:0.086, d_loss: 1.387
Epoch: [214/500] step: [4/2] time: 8.201s, g_loss:0.100, d_loss: 1.387
Epoch: [214/500] step: [5/2] time: 8.248s, g_loss:0.104, d_loss: 1.386
Epoch: [214/500] step: [6/2] time: 8.227s, g_loss:0.116, d_loss: 1.390
Epoch: [214/500] step: [7/2] time: 8.155s, g_loss:0.097, d_loss: 1.385
Epoch: [214/500] step: [8/2] time: 8.189s, g_loss:0.089, d_loss: 1.388
Epoch: [214/500] step: [9/2] time: 8.232s, g_loss:0.102, d_loss: 1.393
Epoch: [214/500] step: [10/2] time: 8.203s, g_loss:0.096, d_loss: 1.386
Epoch: [214/500] step: [11/2] time: 8.235s, g_loss:0.089, d_loss: 1.391
Epoch: [214/500] step: [12/2] time: 8.238s, g_loss:0.100, d_loss: 1.386
Epoch: [214/500] step: [13/2] time: 8.244s, g_loss:0.098, d_loss: 1.388
Epoch: [214/500] step: [14/2] time: 8.182s, g_loss:0.090, d_loss: 1.385
Epoch: [214/500] step: [15/2] time: 8.223s, g_loss:0.104, d_loss: 1.387
Epoch: [214/500] step: [16/2] time: 8.180s, g_loss:0.075, d_loss: 1.391
Epoch: [214/500] step: [17/2] time: 8.211s, g_loss:0.100, d_loss: 1.391
Epoch: [214/500] step: [18/2] time: 8.209s, g_loss:0.088, d_loss: 1.385
Epoch: [214/500] step: [19/2] time: 8.230s, g_loss:0.100, d_loss: 1.387
Epoch: [214/500] step: [20/2] time: 8.196s, g_loss:0.112, d_loss: 1.387
Epoch: [214/500] step: [21/2] time: 8.225s, g_loss:0.093, d_loss: 1.389
Epoch: [214/500] step: [22/2] time: 8.228s, g_loss:0.085, d_loss: 1.387
Epoch: [214/500] step: [23/2] time: 8.201s, g_loss:0.090, d_loss: 1.386
Epoch: [214/500] step: [24/2] time: 8.194s, g_loss:0.079, d_loss: 1.386
Epoch: [214/500] step: [25/2] time: 8.223s, g_loss:0.088, d_loss: 1.386
Epoch: [214/500] step: [26/2] time: 8.253s, g_loss:0.099, d_loss: 1.387
Epoch: [214/500] step: [27/2] time: 8.195s, g_loss:0.100, d_loss: 1.381
Epoch: [214/500] step: [28/2] time: 8.196s, g_loss:0.103, d_loss: 1.392
Epoch: [214/500] step: [29/2] time: 8.224s, g_loss:0.090, d_loss: 1.381
Epoch: [214/500] step: [30/2] time: 8.198s, g_loss:0.087, d_loss: 1.385
Epoch: [214/500] step: [31/2] time: 8.198s, g_loss:0.087, d_loss: 1.390
Epoch: [214/500] step: [32/2] time: 8.197s, g_loss:0.096, d_loss: 1.387
Epoch: [214/500] step: [33/2] time: 8.238s, g_loss:0.088, d_loss: 1.387
Epoch: [214/500] step: [34/2] time: 8.224s, g_loss:0.101, d_loss: 1.385
Epoch: [214/500] step: [35/2] time: 8.255s, g_loss:0.105, d_loss: 1.386
Epoch: [214/500] step: [36/2] time: 8.209s, g_loss:0.103, d_loss: 1.388
Epoch: [214/500] step: [37/2] time: 8.222s, g_loss:0.104, d_loss: 1.386
Epoch: [214/500] step: [38/2] time: 8.221s, g_loss:0.078, d_loss: 1.387
Epoch: [214/500] step: [39/2] time: 8.223s, g_loss:0.116, d_loss: 1.379
Epoch: [214/500] step: [40/2] time: 8.212s, g_loss:0.087, d_loss: 1.387
Epoch: [214/500] step: [41/2] time: 8.231s, g_loss:0.095, d_loss: 1.387
Epoch: [214/500] step: [42/2] time: 8.238s, g_loss:0.110, d_loss: 1.380
Epoch: [214/500] step: [43/2] time: 8.256s, g_loss:0.101, d_loss: 1.386
Epoch: [214/500] step: [44/2] time: 8.239s, g_loss:0.090, d_loss: 1.385
Epoch: [214/500] step: [45/2] time: 8.214s, g_loss:0.089, d_loss: 1.386
Epoch: [214/500] step: [46/2] time: 8.216s, g_loss:0.096, d_loss: 1.388
Epoch: [214/500] step: [47/2] time: 8.163s, g_loss:0.097, d_loss: 1.386
Epoch: [214/500] step: [48/2] time: 8.246s, g_loss:0.090, d_loss: 1.387
Epoch: [214/500] step: [49/2] time: 8.206s, g_loss:0.095, d_loss: 1.387
Epoch: [214/500] step: [50/2] time: 8.200s, g_loss:0.102, d_loss: 1.387
Epoch: [214/500] step: [51/2] time: 8.206s, g_loss:0.102, d_loss: 1.386
Epoch: [214/500] step: [52/2] time: 8.205s, g_loss:0.095, d_loss: 1.387
Epoch: [214/500] step: [53/2] time: 8.189s, g_loss:0.099, d_loss: 1.383
Epoch: [214/500] step: [54/2] time: 8.220s, g_loss:0.094, d_loss: 1.384
Epoch: [214/500] step: [55/2] time: 8.225s, g_loss:0.101, d_loss: 1.389
Epoch: [214/500] step: [56/2] time: 8.217s, g_loss:0.108, d_loss: 1.387
Epoch: [214/500] step: [57/2] time: 8.153s, g_loss:0.092, d_loss: 1.385
Epoch: [214/500] step: [58/2] time: 8.191s, g_loss:0.083, d_loss: 1.388
Epoch: [214/500] step: [59/2] time: 8.214s, g_loss:0.095, d_loss: 1.385
Epoch: [214/500] step: [60/2] time: 8.234s, g_loss:0.088, d_loss: 1.393
Epoch: [214/500] step: [61/2] time: 8.170s, g_loss:0.081, d_loss: 1.389
Epoch: [214/500] step: [62/2] time: 8.277s, g_loss:0.097, d_loss: 1.385
Epoch: [214/500] step: [63/2] time: 8.237s, g_loss:0.098, d_loss: 1.388
Epoch: [214/500] step: [64/2] time: 8.264s, g_loss:0.082, d_loss: 1.393
Epoch: [214/500] step: [65/2] time: 8.242s, g_loss:0.097, d_loss: 1.389
Epoch: [214/500] step: [66/2] time: 8.222s, g_loss:0.089, d_loss: 1.391
Epoch: [214/500] step: [67/2] time: 8.233s, g_loss:0.090, d_loss: 1.390
Epoch: [214/500] step: [68/2] time: 8.266s, g_loss:0.092, d_loss: 1.387
Epoch: [214/500] step: [69/2] time: 3.856s, g_loss:0.125, d_loss: 1.395
Epoch 215: StepDecay set learning rate to <tf.Variable 'Variable:0' shape=() dtype=float32, numpy=0.05>.
Epoch: [215/500] step: [0/2] time: 8.218s, g_loss:0.105, d_loss: 1.378
Epoch: [215/500] step: [1/2] time: 8.234s, g_loss:0.092, d_loss: 1.387
Epoch: [215/500] step: [2/2] time: 8.182s, g_loss:0.092, d_loss: 1.396
Epoch: [215/500] step: [3/2] time: 8.209s, g_loss:0.090, d_loss: 1.385
Epoch: [215/500] step: [4/2] time: 8.220s, g_loss:0.087, d_loss: 1.393
Epoch: [215/500] step: [5/2] time: 8.239s, g_loss:0.102, d_loss: 1.390
Epoch: [215/500] step: [6/2] time: 8.209s, g_loss:0.099, d_loss: 1.386
Epoch: [215/500] step: [7/2] time: 8.203s, g_loss:0.093, d_loss: 1.392
Epoch: [215/500] step: [8/2] time: 8.249s, g_loss:0.103, d_loss: 1.386
Epoch: [215/500] step: [9/2] time: 8.265s, g_loss:0.100, d_loss: 1.388
Epoch: [215/500] step: [10/2] time: 8.212s, g_loss:0.102, d_loss: 1.391
Epoch: [215/500] step: [11/2] time: 8.238s, g_loss:0.093, d_loss: 1.383
Epoch: [215/500] step: [12/2] time: 8.218s, g_loss:0.087, d_loss: 1.393
Epoch: [215/500] step: [13/2] time: 8.212s, g_loss:0.086, d_loss: 1.391
Epoch: [215/500] step: [14/2] time: 8.171s, g_loss:0.095, d_loss: 1.389
Epoch: [215/500] step: [15/2] time: 8.218s, g_loss:0.107, d_loss: 1.381
Epoch: [215/500] step: [16/2] time: 8.175s, g_loss:0.101, d_loss: 1.385
Epoch: [215/500] step: [17/2] time: 8.190s, g_loss:0.098, d_loss: 1.391
Epoch: [215/500] step: [18/2] time: 8.204s, g_loss:0.102, d_loss: 1.385
Epoch: [215/500] step: [19/2] time: 8.178s, g_loss:0.094, d_loss: 1.387
Epoch: [215/500] step: [20/2] time: 8.177s, g_loss:0.097, d_loss: 1.389
Epoch: [215/500] step: [21/2] time: 8.190s, g_loss:0.097, d_loss: 1.384
Epoch: [215/500] step: [22/2] time: 8.174s, g_loss:0.092, d_loss: 1.382
Epoch: [215/500] step: [23/2] time: 8.172s, g_loss:0.092, d_loss: 1.389
Epoch: [215/500] step: [24/2] time: 8.174s, g_loss:0.089, d_loss: 1.391
Epoch: [215/500] step: [25/2] time: 8.233s, g_loss:0.091, d_loss: 1.389
Epoch: [215/500] step: [26/2] time: 8.201s, g_loss:0.090, d_loss: 1.386
Epoch: [215/500] step: [27/2] time: 8.236s, g_loss:0.088, d_loss: 1.387
Epoch: [215/500] step: [28/2] time: 8.234s, g_loss:0.096, d_loss: 1.380
Epoch: [215/500] step: [29/2] time: 8.192s, g_loss:0.087, d_loss: 1.386
Epoch: [215/500] step: [30/2] time: 8.184s, g_loss:0.089, d_loss: 1.384
Epoch: [215/500] step: [31/2] time: 8.182s, g_loss:0.095, d_loss: 1.389
Epoch: [215/500] step: [32/2] time: 8.236s, g_loss:0.106, d_loss: 1.380
Epoch: [215/500] step: [33/2] time: 8.197s, g_loss:0.103, d_loss: 1.383
Epoch: [215/500] step: [34/2] time: 8.184s, g_loss:0.076, d_loss: 1.389
Epoch: [215/500] step: [35/2] time: 8.196s, g_loss:0.092, d_loss: 1.387
Epoch: [215/500] step: [36/2] time: 8.218s, g_loss:0.084, d_loss: 1.389
Epoch: [215/500] step: [37/2] time: 8.158s, g_loss:0.085, d_loss: 1.384
Epoch: [215/500] step: [38/2] time: 8.205s, g_loss:0.100, d_loss: 1.384
Epoch: [215/500] step: [39/2] time: 8.253s, g_loss:0.088, d_loss: 1.383
Epoch: [215/500] step: [40/2] time: 8.210s, g_loss:0.104, d_loss: 1.383
Epoch: [215/500] step: [41/2] time: 8.194s, g_loss:0.103, d_loss: 1.387
Epoch: [215/500] step: [42/2] time: 8.187s, g_loss:0.086, d_loss: 1.385
Epoch: [215/500] step: [43/2] time: 8.217s, g_loss:0.103, d_loss: 1.387
Epoch: [215/500] step: [44/2] time: 8.210s, g_loss:0.118, d_loss: 1.381
Epoch: [215/500] step: [45/2] time: 8.221s, g_loss:0.101, d_loss: 1.382
Epoch: [215/500] step: [46/2] time: 8.211s, g_loss:0.090, d_loss: 1.386
Epoch: [215/500] step: [47/2] time: 8.242s, g_loss:0.091, d_loss: 1.382
Epoch: [215/500] step: [48/2] time: 8.216s, g_loss:0.125, d_loss: 1.383
Epoch: [215/500] step: [49/2] time: 8.202s, g_loss:0.097, d_loss: 1.385
Epoch: [215/500] step: [50/2] time: 8.217s, g_loss:0.099, d_loss: 1.388
Epoch: [215/500] step: [51/2] time: 8.203s, g_loss:0.092, d_loss: 1.383
Epoch: [215/500] step: [52/2] time: 8.242s, g_loss:0.111, d_loss: 1.383
Epoch: [215/500] step: [53/2] time: 8.200s, g_loss:0.087, d_loss: 1.387
Epoch: [215/500] step: [54/2] time: 8.217s, g_loss:0.103, d_loss: 1.380
Epoch: [215/500] step: [55/2] time: 8.176s, g_loss:0.083, d_loss: 1.387
Epoch: [215/500] step: [56/2] time: 8.181s, g_loss:0.084, d_loss: 1.385
Epoch: [215/500] step: [57/2] time: 8.227s, g_loss:0.094, d_loss: 1.386
Epoch: [215/500] step: [58/2] time: 8.195s, g_loss:0.095, d_loss: 1.388
Epoch: [215/500] step: [59/2] time: 8.194s, g_loss:0.096, d_loss: 1.386
Epoch: [215/500] step: [60/2] time: 8.185s, g_loss:0.086, d_loss: 1.388
Epoch: [215/500] step: [61/2] time: 8.193s, g_loss:0.090, d_loss: 1.389
Epoch: [215/500] step: [62/2] time: 8.201s, g_loss:0.100, d_loss: 1.384
Epoch: [215/500] step: [63/2] time: 8.234s, g_loss:0.099, d_loss: 1.392
Epoch: [215/500] step: [64/2] time: 8.245s, g_loss:0.095, d_loss: 1.396
Epoch: [215/500] step: [65/2] time: 8.227s, g_loss:0.092, d_loss: 1.400
Epoch: [215/500] step: [66/2] time: 8.191s, g_loss:0.099, d_loss: 1.387
Epoch: [215/500] step: [67/2] time: 8.241s, g_loss:0.094, d_loss: 1.392
Epoch: [215/500] step: [68/2] time: 8.222s, g_loss:0.093, d_loss: 1.399
Epoch: [215/500] step: [69/2] time: 3.899s, g_loss:0.110, d_loss: 1.386
Epoch 216: StepDecay set learning rate to <tf.Variable 'Variable:0' shape=() dtype=float32, numpy=0.05>.
Epoch: [216/500] step: [0/2] time: 8.234s, g_loss:0.092, d_loss: 1.410
Epoch: [216/500] step: [1/2] time: 8.256s, g_loss:0.094, d_loss: 1.398
Epoch: [216/500] step: [2/2] time: 8.227s, g_loss:0.098, d_loss: 1.391
Epoch: [216/500] step: [3/2] time: 8.211s, g_loss:0.102, d_loss: 1.402
Epoch: [216/500] step: [4/2] time: 8.242s, g_loss:0.101, d_loss: 1.390
Epoch: [216/500] step: [5/2] time: 8.189s, g_loss:0.100, d_loss: 1.380
Epoch: [216/500] step: [6/2] time: 8.159s, g_loss:0.085, d_loss: 1.395
Epoch: [216/500] step: [7/2] time: 8.218s, g_loss:0.113, d_loss: 1.383
Epoch: [216/500] step: [8/2] time: 8.278s, g_loss:0.094, d_loss: 1.392
Epoch: [216/500] step: [9/2] time: 8.223s, g_loss:0.100, d_loss: 1.392
Epoch: [216/500] step: [10/2] time: 8.201s, g_loss:0.098, d_loss: 1.390
Epoch: [216/500] step: [11/2] time: 8.228s, g_loss:0.097, d_loss: 1.399
Epoch: [216/500] step: [12/2] time: 8.272s, g_loss:0.096, d_loss: 1.392
Epoch: [216/500] step: [13/2] time: 8.214s, g_loss:0.101, d_loss: 1.394
Epoch: [216/500] step: [14/2] time: 8.211s, g_loss:0.067, d_loss: 1.399
Epoch: [216/500] step: [15/2] time: 8.252s, g_loss:0.087, d_loss: 1.387
Epoch: [216/500] step: [16/2] time: 8.203s, g_loss:0.110, d_loss: 1.392
Epoch: [216/500] step: [17/2] time: 8.215s, g_loss:0.084, d_loss: 1.399
Epoch: [216/500] step: [18/2] time: 8.205s, g_loss:0.092, d_loss: 1.381
Epoch: [216/500] step: [19/2] time: 8.219s, g_loss:0.094, d_loss: 1.389
Epoch: [216/500] step: [20/2] time: 8.213s, g_loss:0.086, d_loss: 1.389
Epoch: [216/500] step: [21/2] time: 8.218s, g_loss:0.085, d_loss: 1.389
Epoch: [216/500] step: [22/2] time: 8.242s, g_loss:0.093, d_loss: 1.394
Epoch: [216/500] step: [23/2] time: 8.230s, g_loss:0.095, d_loss: 1.385
Epoch: [216/500] step: [24/2] time: 8.204s, g_loss:0.090, d_loss: 1.392
Epoch: [216/500] step: [25/2] time: 8.189s, g_loss:0.099, d_loss: 1.387
Epoch: [216/500] step: [26/2] time: 8.190s, g_loss:0.113, d_loss: 1.385
Epoch: [216/500] step: [27/2] time: 8.202s, g_loss:0.099, d_loss: 1.391
Epoch: [216/500] step: [28/2] time: 8.221s, g_loss:0.092, d_loss: 1.390
Epoch: [216/500] step: [29/2] time: 8.202s, g_loss:0.104, d_loss: 1.385
Epoch: [216/500] step: [30/2] time: 8.231s, g_loss:0.104, d_loss: 1.397
Epoch: [216/500] step: [31/2] time: 8.228s, g_loss:0.088, d_loss: 1.388
Epoch: [216/500] step: [32/2] time: 8.188s, g_loss:0.080, d_loss: 1.392
Epoch: [216/500] step: [33/2] time: 8.205s, g_loss:0.114, d_loss: 1.390
Epoch: [216/500] step: [34/2] time: 8.237s, g_loss:0.095, d_loss: 1.386
Epoch: [216/500] step: [35/2] time: 8.187s, g_loss:0.086, d_loss: 1.393
Epoch: [216/500] step: [36/2] time: 8.256s, g_loss:0.098, d_loss: 1.389
Epoch: [216/500] step: [37/2] time: 8.252s, g_loss:0.085, d_loss: 1.387
Epoch: [216/500] step: [38/2] time: 8.241s, g_loss:0.082, d_loss: 1.393
Epoch: [216/500] step: [39/2] time: 8.205s, g_loss:0.101, d_loss: 1.388
Epoch: [216/500] step: [40/2] time: 8.263s, g_loss:0.106, d_loss: 1.398
Epoch: [216/500] step: [41/2] time: 8.259s, g_loss:0.104, d_loss: 1.384
Epoch: [216/500] step: [42/2] time: 8.219s, g_loss:0.088, d_loss: 1.387
Epoch: [216/500] step: [43/2] time: 8.227s, g_loss:0.097, d_loss: 1.386
Epoch: [216/500] step: [44/2] time: 8.226s, g_loss:0.075, d_loss: 1.387
Epoch: [216/500] step: [45/2] time: 8.255s, g_loss:0.085, d_loss: 1.380
Epoch: [216/500] step: [46/2] time: 8.194s, g_loss:0.080, d_loss: 1.391
Epoch: [216/500] step: [47/2] time: 8.195s, g_loss:0.111, d_loss: 1.385
Epoch: [216/500] step: [48/2] time: 8.237s, g_loss:0.094, d_loss: 1.384
Epoch: [216/500] step: [49/2] time: 8.237s, g_loss:0.101, d_loss: 1.393
Epoch: [216/500] step: [50/2] time: 8.249s, g_loss:0.100, d_loss: 1.384
Epoch: [216/500] step: [51/2] time: 8.247s, g_loss:0.090, d_loss: 1.387
Epoch: [216/500] step: [52/2] time: 8.202s, g_loss:0.091, d_loss: 1.384
Epoch: [216/500] step: [53/2] time: 8.190s, g_loss:0.099, d_loss: 1.385
Epoch: [216/500] step: [54/2] time: 8.241s, g_loss:0.105, d_loss: 1.388
Epoch: [216/500] step: [55/2] time: 8.173s, g_loss:0.099, d_loss: 1.389
Epoch: [216/500] step: [56/2] time: 8.231s, g_loss:0.098, d_loss: 1.386
Epoch: [216/500] step: [57/2] time: 8.227s, g_loss:0.109, d_loss: 1.385
Epoch: [216/500] step: [58/2] time: 8.226s, g_loss:0.084, d_loss: 1.388
Epoch: [216/500] step: [59/2] time: 8.230s, g_loss:0.103, d_loss: 1.384
Epoch: [216/500] step: [60/2] time: 8.223s, g_loss:0.117, d_loss: 1.382
Epoch: [216/500] step: [61/2] time: 8.233s, g_loss:0.096, d_loss: 1.385
Epoch: [216/500] step: [62/2] time: 8.225s, g_loss:0.094, d_loss: 1.384
Epoch: [216/500] step: [63/2] time: 8.182s, g_loss:0.088, d_loss: 1.386
Epoch: [216/500] step: [64/2] time: 8.187s, g_loss:0.104, d_loss: 1.387
Epoch: [216/500] step: [65/2] time: 8.230s, g_loss:0.085, d_loss: 1.393
Epoch: [216/500] step: [66/2] time: 8.212s, g_loss:0.091, d_loss: 1.386
Epoch: [216/500] step: [67/2] time: 8.156s, g_loss:0.096, d_loss: 1.387
Epoch: [216/500] step: [68/2] time: 8.194s, g_loss:0.085, d_loss: 1.386
Epoch: [216/500] step: [69/2] time: 3.906s, g_loss:0.102, d_loss: 1.396
Epoch 217: StepDecay set learning rate to <tf.Variable 'Variable:0' shape=() dtype=float32, numpy=0.05>.
Epoch: [217/500] step: [0/2] time: 8.221s, g_loss:0.110, d_loss: 1.390
Epoch: [217/500] step: [1/2] time: 8.207s, g_loss:0.108, d_loss: 1.383
Epoch: [217/500] step: [2/2] time: 8.232s, g_loss:0.093, d_loss: 1.381
Epoch: [217/500] step: [3/2] time: 8.212s, g_loss:0.095, d_loss: 1.391
Epoch: [217/500] step: [4/2] time: 8.187s, g_loss:0.099, d_loss: 1.386
Epoch: [217/500] step: [5/2] time: 8.237s, g_loss:0.089, d_loss: 1.391
Epoch: [217/500] step: [6/2] time: 8.251s, g_loss:0.100, d_loss: 1.383
Epoch: [217/500] step: [7/2] time: 8.240s, g_loss:0.092, d_loss: 1.386
Epoch: [217/500] step: [8/2] time: 8.248s, g_loss:0.109, d_loss: 1.383
Epoch: [217/500] step: [9/2] time: 8.232s, g_loss:0.094, d_loss: 1.387
Epoch: [217/500] step: [10/2] time: 8.210s, g_loss:0.070, d_loss: 1.388
Epoch: [217/500] step: [11/2] time: 8.215s, g_loss:0.068, d_loss: 1.388
Epoch: [217/500] step: [12/2] time: 8.215s, g_loss:0.085, d_loss: 1.380
Epoch: [217/500] step: [13/2] time: 8.218s, g_loss:0.081, d_loss: 1.391
Epoch: [217/500] step: [14/2] time: 8.206s, g_loss:0.085, d_loss: 1.390
Epoch: [217/500] step: [15/2] time: 8.225s, g_loss:0.093, d_loss: 1.386
Epoch: [217/500] step: [16/2] time: 8.254s, g_loss:0.112, d_loss: 1.385
Epoch: [217/500] step: [17/2] time: 8.249s, g_loss:0.093, d_loss: 1.385
Epoch: [217/500] step: [18/2] time: 8.225s, g_loss:0.079, d_loss: 1.389
Epoch: [217/500] step: [19/2] time: 8.226s, g_loss:0.085, d_loss: 1.388
Epoch: [217/500] step: [20/2] time: 8.231s, g_loss:0.069, d_loss: 1.384
Epoch: [217/500] step: [21/2] time: 8.211s, g_loss:0.089, d_loss: 1.387
Epoch: [217/500] step: [22/2] time: 8.195s, g_loss:0.097, d_loss: 1.386
Epoch: [217/500] step: [23/2] time: 8.263s, g_loss:0.087, d_loss: 1.391
Epoch: [217/500] step: [24/2] time: 8.245s, g_loss:0.091, d_loss: 1.387
Epoch: [217/500] step: [25/2] time: 8.222s, g_loss:0.098, d_loss: 1.389
Epoch: [217/500] step: [26/2] time: 8.219s, g_loss:0.095, d_loss: 1.387
Epoch: [217/500] step: [27/2] time: 8.216s, g_loss:0.103, d_loss: 1.386
Epoch: [217/500] step: [28/2] time: 8.205s, g_loss:0.094, d_loss: 1.387
Epoch: [217/500] step: [29/2] time: 8.182s, g_loss:0.088, d_loss: 1.386
Epoch: [217/500] step: [30/2] time: 8.248s, g_loss:0.100, d_loss: 1.387
Epoch: [217/500] step: [31/2] time: 8.225s, g_loss:0.094, d_loss: 1.384
Epoch: [217/500] step: [32/2] time: 8.203s, g_loss:0.078, d_loss: 1.386
Epoch: [217/500] step: [33/2] time: 8.223s, g_loss:0.092, d_loss: 1.382
Epoch: [217/500] step: [34/2] time: 8.217s, g_loss:0.115, d_loss: 1.386
Epoch: [217/500] step: [35/2] time: 8.223s, g_loss:0.084, d_loss: 1.382
Epoch: [217/500] step: [36/2] time: 8.158s, g_loss:0.103, d_loss: 1.383
Epoch: [217/500] step: [37/2] time: 8.210s, g_loss:0.076, d_loss: 1.388
Epoch: [217/500] step: [38/2] time: 8.169s, g_loss:0.103, d_loss: 1.388
Epoch: [217/500] step: [39/2] time: 8.208s, g_loss:0.086, d_loss: 1.388
Epoch: [217/500] step: [40/2] time: 8.222s, g_loss:0.107, d_loss: 1.384
Epoch: [217/500] step: [41/2] time: 8.221s, g_loss:0.095, d_loss: 1.385
Epoch: [217/500] step: [42/2] time: 8.230s, g_loss:0.078, d_loss: 1.381
Epoch: [217/500] step: [43/2] time: 8.217s, g_loss:0.086, d_loss: 1.386
Epoch: [217/500] step: [44/2] time: 8.220s, g_loss:0.095, d_loss: 1.385
Epoch: [217/500] step: [45/2] time: 8.202s, g_loss:0.100, d_loss: 1.387
Epoch: [217/500] step: [46/2] time: 8.227s, g_loss:0.074, d_loss: 1.389
Epoch: [217/500] step: [47/2] time: 8.221s, g_loss:0.097, d_loss: 1.388
Epoch: [217/500] step: [48/2] time: 8.216s, g_loss:0.090, d_loss: 1.387
Epoch: [217/500] step: [49/2] time: 8.234s, g_loss:0.091, d_loss: 1.386
Epoch: [217/500] step: [50/2] time: 8.207s, g_loss:0.108, d_loss: 1.390
Epoch: [217/500] step: [51/2] time: 8.244s, g_loss:0.097, d_loss: 1.387
Epoch: [217/500] step: [52/2] time: 8.206s, g_loss:0.110, d_loss: 1.392
Epoch: [217/500] step: [53/2] time: 8.214s, g_loss:0.090, d_loss: 1.391
Epoch: [217/500] step: [54/2] time: 8.230s, g_loss:0.111, d_loss: 1.384
Epoch: [217/500] step: [55/2] time: 8.230s, g_loss:0.092, d_loss: 1.392
Epoch: [217/500] step: [56/2] time: 8.222s, g_loss:0.092, d_loss: 1.382
Epoch: [217/500] step: [57/2] time: 8.229s, g_loss:0.097, d_loss: 1.392
Epoch: [217/500] step: [58/2] time: 8.199s, g_loss:0.106, d_loss: 1.390
Epoch: [217/500] step: [59/2] time: 8.244s, g_loss:0.099, d_loss: 1.384
Epoch: [217/500] step: [60/2] time: 8.151s, g_loss:0.093, d_loss: 1.392
Epoch: [217/500] step: [61/2] time: 8.246s, g_loss:0.095, d_loss: 1.388
Epoch: [217/500] step: [62/2] time: 8.232s, g_loss:0.099, d_loss: 1.386
Epoch: [217/500] step: [63/2] time: 8.222s, g_loss:0.097, d_loss: 1.394
Epoch: [217/500] step: [64/2] time: 8.211s, g_loss:0.091, d_loss: 1.386
Epoch: [217/500] step: [65/2] time: 8.259s, g_loss:0.088, d_loss: 1.392
Epoch: [217/500] step: [66/2] time: 8.199s, g_loss:0.108, d_loss: 1.388
Epoch: [217/500] step: [67/2] time: 8.201s, g_loss:0.081, d_loss: 1.381
Epoch: [217/500] step: [68/2] time: 8.258s, g_loss:0.092, d_loss: 1.388
Epoch: [217/500] step: [69/2] time: 3.846s, g_loss:0.087, d_loss: 1.399
Epoch 218: StepDecay set learning rate to <tf.Variable 'Variable:0' shape=() dtype=float32, numpy=0.05>.
Epoch: [218/500] step: [0/2] time: 8.203s, g_loss:0.096, d_loss: 1.382
Epoch: [218/500] step: [1/2] time: 8.245s, g_loss:0.094, d_loss: 1.389
Epoch: [218/500] step: [2/2] time: 8.208s, g_loss:0.098, d_loss: 1.386
Epoch: [218/500] step: [3/2] time: 8.217s, g_loss:0.099, d_loss: 1.385
Epoch: [218/500] step: [4/2] time: 8.187s, g_loss:0.094, d_loss: 1.388
Epoch: [218/500] step: [5/2] time: 8.232s, g_loss:0.112, d_loss: 1.386
Epoch: [218/500] step: [6/2] time: 8.201s, g_loss:0.102, d_loss: 1.387
Epoch: [218/500] step: [7/2] time: 8.221s, g_loss:0.116, d_loss: 1.381
Epoch: [218/500] step: [8/2] time: 8.249s, g_loss:0.089, d_loss: 1.387
Epoch: [218/500] step: [9/2] time: 8.184s, g_loss:0.094, d_loss: 1.387
Epoch: [218/500] step: [10/2] time: 8.168s, g_loss:0.102, d_loss: 1.386
Epoch: [218/500] step: [11/2] time: 8.211s, g_loss:0.106, d_loss: 1.390
Epoch: [218/500] step: [12/2] time: 8.207s, g_loss:0.085, d_loss: 1.388
Epoch: [218/500] step: [13/2] time: 8.215s, g_loss:0.087, d_loss: 1.386
Epoch: [218/500] step: [14/2] time: 8.202s, g_loss:0.109, d_loss: 1.381
Epoch: [218/500] step: [15/2] time: 8.229s, g_loss:0.113, d_loss: 1.388
Epoch: [218/500] step: [16/2] time: 8.245s, g_loss:0.093, d_loss: 1.389
Epoch: [218/500] step: [17/2] time: 8.243s, g_loss:0.092, d_loss: 1.388
Epoch: [218/500] step: [18/2] time: 8.196s, g_loss:0.107, d_loss: 1.386
Epoch: [218/500] step: [19/2] time: 8.227s, g_loss:0.094, d_loss: 1.387
Epoch: [218/500] step: [20/2] time: 8.202s, g_loss:0.108, d_loss: 1.386
Epoch: [218/500] step: [21/2] time: 8.212s, g_loss:0.097, d_loss: 1.389
Epoch: [218/500] step: [22/2] time: 8.248s, g_loss:0.106, d_loss: 1.387
Epoch: [218/500] step: [23/2] time: 8.210s, g_loss:0.091, d_loss: 1.386
Epoch: [218/500] step: [24/2] time: 8.216s, g_loss:0.082, d_loss: 1.386
Epoch: [218/500] step: [25/2] time: 8.223s, g_loss:0.086, d_loss: 1.387
Epoch: [218/500] step: [26/2] time: 8.198s, g_loss:0.120, d_loss: 1.387
Epoch: [218/500] step: [27/2] time: 8.226s, g_loss:0.091, d_loss: 1.388
Epoch: [218/500] step: [28/2] time: 8.214s, g_loss:0.099, d_loss: 1.386
Epoch: [218/500] step: [29/2] time: 8.187s, g_loss:0.091, d_loss: 1.386
Epoch: [218/500] step: [30/2] time: 8.244s, g_loss:0.096, d_loss: 1.385
